first,second
115,"[[0.79, 0.8, 0.8, 0.81, 0.81, 0.8, 0.8, 0.8, 0.78, 0.73, 0.68, 0.66, 0.64, 0.62, 0.58, 0.53, 0.54, 0.58, 0.64, 0.65, 0.68, 0.68, 0.67, 0.68], [498.73, 320.93, 295.5, 391.72, 482.44, 634.06, 654.81, 673.84, 687.23, 613.98, 530.4, 445.71, 386.82, 365.77, 470.54, 563.34, 632.87, 649.97, 648.63, 640.53, 634.8, 644.17, 645.36, 855.4], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
116,"[[0.79, 0.8, 0.8, 0.81, 0.81, 0.8, 0.8, 0.8, 0.78, 0.73, 0.68, 0.66, 0.64, 0.62, 0.58, 0.53, 0.54, 0.58, 0.64, 0.65, 0.68, 0.68, 0.67, 0.68], [498.73, 320.93, 295.5, 391.72, 482.44, 634.06, 654.81, 673.84, 687.23, 613.98, 530.4, 445.71, 386.82, 365.77, 470.54, 563.34, 632.87, 649.97, 648.63, 640.53, 634.8, 644.17, 645.36, 855.4], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
117,"[[0.79, 0.8, 0.8, 0.81, 0.81, 0.8, 0.8, 0.8, 0.78, 0.73, 0.68, 0.66, 0.64, 0.62, 0.58, 0.53, 0.54, 0.58, 0.64, 0.65, 0.68, 0.68, 0.67, 0.68], [498.73, 320.93, 295.5, 391.72, 482.44, 634.06, 654.81, 673.84, 687.23, 613.98, 530.4, 445.71, 386.82, 365.77, 470.54, 563.34, 632.87, 649.97, 648.63, 640.53, 634.8, 644.17, 645.36, 855.4], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
118,"[[0.79, 0.8, 0.8, 0.81, 0.81, 0.8, 0.8, 0.8, 0.78, 0.73, 0.68, 0.66, 0.64, 0.62, 0.58, 0.53, 0.54, 0.58, 0.64, 0.65, 0.68, 0.68, 0.67, 0.68], [1064.46, 1043.4, 973.4, 967.37, 1031.87, 1264.36, 1443.28, 1711.78, 1629.94, 1544.61, 1450.72, 1168.02, 1175.46, 1193.83, 1249.26, 1420.96, 1919.34, 2040.91, 1755.75, 1509.87, 1366.13, 1234.38, 1079.26, 1230.25], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
119,"[[0.79, 0.8, 0.8, 0.81, 0.81, 0.8, 0.8, 0.8, 0.78, 0.73, 0.68, 0.66, 0.64, 0.62, 0.58, 0.53, 0.54, 0.58, 0.64, 0.65, 0.68, 0.68, 0.67, 0.68], [1064.46, 1043.4, 973.4, 967.37, 1031.87, 1264.36, 1443.28, 1711.78, 1629.94, 1544.61, 1450.72, 1168.02, 1175.46, 1193.83, 1249.26, 1420.96, 1919.34, 2040.91, 1755.75, 1509.87, 1366.13, 1234.38, 1079.26, 1230.25], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
120,"[[0.79, 0.8, 0.8, 0.81, 0.81, 0.8, 0.8, 0.8, 0.78, 0.73, 0.68, 0.66, 0.64, 0.62, 0.58, 0.53, 0.54, 0.58, 0.64, 0.65, 0.68, 0.68, 0.67, 0.68], [1064.46, 1043.4, 973.4, 967.37, 1031.87, 1264.36, 1443.28, 1711.78, 1629.94, 1544.61, 1450.72, 1168.02, 1175.46, 1193.83, 1249.26, 1420.96, 1919.34, 2040.91, 1755.75, 1509.87, 1366.13, 1234.38, 1079.26, 1230.25], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
121,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [378.52, 358.58, 332.46, 319.37, 300.54, 299.13, 294.89, 298.31, 307.09, 333.95, 334.85, 351.22, 377.85, 338.49, 332.84, 346.68, 394.3, 448.39, 451.0, 449.14, 427.11, 400.77, 397.72, 369.97], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
122,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [378.52, 358.58, 332.46, 319.37, 300.54, 299.13, 294.89, 298.31, 307.09, 333.95, 334.85, 351.22, 377.85, 338.49, 332.84, 346.68, 394.3, 448.39, 451.0, 449.14, 427.11, 400.77, 397.72, 369.97], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
123,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [378.52, 358.58, 332.46, 319.37, 300.54, 299.13, 294.89, 298.31, 307.09, 333.95, 334.85, 351.22, 377.85, 338.49, 332.84, 346.68, 394.3, 448.39, 451.0, 449.14, 427.11, 400.77, 397.72, 369.97], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
124,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [364.36, 361.98, 354.84, 346.65, 357.07, 383.25, 468.43, 579.79, 699.78, 727.23, 674.63, 646.96, 589.53, 570.12, 573.84, 572.65, 609.99, 740.17, 729.16, 706.77, 574.28, 499.75, 470.06, 412.26], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
125,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [364.36, 361.98, 354.84, 346.65, 357.07, 383.25, 468.43, 579.79, 699.78, 727.23, 674.63, 646.96, 589.53, 570.12, 573.84, 572.65, 609.99, 740.17, 729.16, 706.77, 574.28, 499.75, 470.06, 412.26], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
126,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [364.36, 361.98, 354.84, 346.65, 357.07, 383.25, 468.43, 579.79, 699.78, 727.23, 674.63, 646.96, 589.53, 570.12, 573.84, 572.65, 609.99, 740.17, 729.16, 706.77, 574.28, 499.75, 470.06, 412.26], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
127,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [264.61, 233.6, 228.91, 223.04, 236.2, 281.94, 306.4, 415.8, 417.07, 417.07, 401.82, 423.69, 403.9, 385.16, 341.51, 324.4, 312.43, 357.05, 396.02, 378.25, 325.07, 310.79, 298.6, 264.09], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
128,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [264.61, 233.6, 228.91, 223.04, 236.2, 281.94, 306.4, 415.8, 417.07, 417.07, 401.82, 423.69, 403.9, 385.16, 341.51, 324.4, 312.43, 357.05, 396.02, 378.25, 325.07, 310.79, 298.6, 264.09], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
129,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [264.61, 233.6, 228.91, 223.04, 236.2, 281.94, 306.4, 415.8, 417.07, 417.07, 401.82, 423.69, 403.9, 385.16, 341.51, 324.4, 312.43, 357.05, 396.02, 378.25, 325.07, 310.79, 298.6, 264.09], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
130,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [340.02, 331.76, 324.25, 319.05, 315.11, 313.4, 316.3, 324.33, 341.88, 345.08, 343.07, 339.8, 329.31, 316.37, 308.64, 318.15, 334.67, 401.37, 462.58, 424.65, 359.5, 326.41, 336.67, 318.3], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
131,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [340.02, 331.76, 324.25, 319.05, 315.11, 313.4, 316.3, 324.33, 341.88, 345.08, 343.07, 339.8, 329.31, 316.37, 308.64, 318.15, 334.67, 401.37, 462.58, 424.65, 359.5, 326.41, 336.67, 318.3], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
132,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [340.02, 331.76, 324.25, 319.05, 315.11, 313.4, 316.3, 324.33, 341.88, 345.08, 343.07, 339.8, 329.31, 316.37, 308.64, 318.15, 334.67, 401.37, 462.58, 424.65, 359.5, 326.41, 336.67, 318.3], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
133,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [338.48, 332.53, 325.76, 326.65, 327.7, 367.18, 438.64, 498.5, 496.34, 432.76, 368.15, 332.53, 328.29, 317.95, 321.15, 333.87, 349.33, 419.08, 503.25, 520.51, 447.78, 407.04, 388.45, 288.58], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
134,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [338.48, 332.53, 325.76, 326.65, 327.7, 367.18, 438.64, 498.5, 496.34, 432.76, 368.15, 332.53, 328.29, 317.95, 321.15, 333.87, 349.33, 419.08, 503.25, 520.51, 447.78, 407.04, 388.45, 288.58], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
135,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [338.48, 332.53, 325.76, 326.65, 327.7, 367.18, 438.64, 498.5, 496.34, 432.76, 368.15, 332.53, 328.29, 317.95, 321.15, 333.87, 349.33, 419.08, 503.25, 520.51, 447.78, 407.04, 388.45, 288.58], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
136,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [413.22, 394.48, 372.02, 364.66, 364.36, 394.7, 437.98, 519.78, 506.24, 433.96, 353.14, 337.15, 326.51, 321.53, 320.71, 324.43, 315.36, 318.48, 313.65, 309.34, 287.62, 283.98, 256.24, 179.36], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
137,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [413.22, 394.48, 372.02, 364.66, 364.36, 394.7, 437.98, 519.78, 506.24, 433.96, 353.14, 337.15, 326.51, 321.53, 320.71, 324.43, 315.36, 318.48, 313.65, 309.34, 287.62, 283.98, 256.24, 179.36], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
138,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [413.22, 394.48, 372.02, 364.66, 364.36, 394.7, 437.98, 519.78, 506.24, 433.96, 353.14, 337.15, 326.51, 321.53, 320.71, 324.43, 315.36, 318.48, 313.65, 309.34, 287.62, 283.98, 256.24, 179.36], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
139,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [301.84, 295.66, 294.47, 286.07, 279.52, 257.36, 256.76, 247.91, 233.48, 151.51, 120.87, 134.41, 44.7, 15.02, 0.74, 7.51, 53.41, 88.89, 97.14, 86.73, 78.32, 40.46, 24.1, 0.37], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
140,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [301.84, 295.66, 294.47, 286.07, 279.52, 257.36, 256.76, 247.91, 233.48, 151.51, 120.87, 134.41, 44.7, 15.02, 0.74, 7.51, 53.41, 88.89, 97.14, 86.73, 78.32, 40.46, 24.1, 0.37], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
141,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [301.84, 295.66, 294.47, 286.07, 279.52, 257.36, 256.76, 247.91, 233.48, 151.51, 120.87, 134.41, 44.7, 15.02, 0.74, 7.51, 53.41, 88.89, 97.14, 86.73, 78.32, 40.46, 24.1, 0.37], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
142,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [371.86, 374.61, 387.92, 393.35, 409.78, 515.17, 640.26, 714.71, 475.97, 383.68, 375.57, 367.91, 368.21, 349.47, 341.81, 343.59, 359.96, 372.6, 402.57, 359.44, 402.2, 368.36, 359.96, 481.16], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
143,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [371.86, 374.61, 387.92, 393.35, 409.78, 515.17, 640.26, 714.71, 475.97, 383.68, 375.57, 367.91, 368.21, 349.47, 341.81, 343.59, 359.96, 372.6, 402.57, 359.44, 402.2, 368.36, 359.96, 481.16], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
144,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [371.86, 374.61, 387.92, 393.35, 409.78, 515.17, 640.26, 714.71, 475.97, 383.68, 375.57, 367.91, 368.21, 349.47, 341.81, 343.59, 359.96, 372.6, 402.57, 359.44, 402.2, 368.36, 359.96, 481.16], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
145,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [387.35, 375.23, 364.59, 367.57, 365.63, 358.49, 367.27, 377.46, 357.53, 343.4, 343.03, 326.52, 256.02, 245.91, 204.27, 19.48, 265.99, 375.67, 415.68, 499.04, 494.43, 458.66, 393.3, 403.93], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
146,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [387.35, 375.23, 364.59, 367.57, 365.63, 358.49, 367.27, 377.46, 357.53, 343.4, 343.03, 326.52, 256.02, 245.91, 204.27, 19.48, 265.99, 375.67, 415.68, 499.04, 494.43, 458.66, 393.3, 403.93], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
147,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [387.35, 375.23, 364.59, 367.57, 365.63, 358.49, 367.27, 377.46, 357.53, 343.4, 343.03, 326.52, 256.02, 245.91, 204.27, 19.48, 265.99, 375.67, 415.68, 499.04, 494.43, 458.66, 393.3, 403.93], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
148,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [394.35, 392.34, 399.92, 421.79, 451.61, 595.42, 702.43, 754.86, 644.43, 609.78, 608.74, 580.18, 535.41, 475.92, 451.83, 442.83, 526.42, 579.73, 637.81, 661.24, 647.26, 609.78, 579.96, 505.67], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
149,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [394.35, 392.34, 399.92, 421.79, 451.61, 595.42, 702.43, 754.86, 644.43, 609.78, 608.74, 580.18, 535.41, 475.92, 451.83, 442.83, 526.42, 579.73, 637.81, 661.24, 647.26, 609.78, 579.96, 505.67], [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
150,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [394.35, 392.34, 399.92, 421.79, 451.61, 595.42, 702.43, 754.86, 644.43, 609.78, 608.74, 580.18, 535.41, 475.92, 451.83, 442.83, 526.42, 579.73, 637.81, 661.24, 647.26, 609.78, 579.96, 505.67], [1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]]"
151,"[[0.66, 0.62, 0.61, 0.62, 0.61, 0.59, 0.59, 0.55, 0.5, 0.34, 0.18, 0.13, 0.13, 0.21, 0.23, 0.23, 0.21, 0.18, 0.16, 0.19, 0.27, 0.29, 0.3, 0.28], [438.31, 420.16, 418.15, 423.51, 461.06, 587.41, 637.98, 647.72, 581.53, 483.0, 454.37, 432.28, 417.34, 411.98, 423.21, 432.28, 524.87, 590.16, 644.74, 633.14, 598.64, 560.04, 498.84, 483.37], [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]]"
